Position,Institution,Country/territory,Count,Share
1794,"Field Museum of Natural History","United States of America (USA)",34,3.7920063754355
1795,"Illinois Institute of Technology (IIT)","United States of America (USA)",28,3.788613091106
1796,"Chongqing University of Arts and Sciences (CQWU)",China,16,3.7813852813853
1797,"KWR Watercycle Research Institute",Netherlands,18,3.7813311688312
1798,"Inova Health System","United States of America (USA)",29,3.7796312445711
1799,"Institute of Applied Physics and Computational Mathematics (IAPCM)",China,18,3.7781652973463
1800,"Xiamen University of Technology (XMUT)",China,16,3.7745670995671
1801,"Korea Institute of Energy Research (KIER)","South Korea",20,3.7733616873323
1802,"Hubei University of Medicine (HUM)",China,31,3.7716408732178
1803,"Gannan Medical University",China,27,3.7640980044859
1804,"Aoyama Gakuin University",Japan,16,3.7629144542098
1805,"The Faraday Institution","United Kingdom (UK)",16,3.7607302118172
1806,"Trent University",Canada,18,3.7603579999972
1807,"Nippon Medical School",Japan,26,3.7602955407539
1808,"Hongik University","South Korea",18,3.7501373626374
1809,"Sant'Anna School of Advanced Studies of Pisa (SSSA)",Italy,29,3.7488709018746
1810,"Silesian University in Opava (SLU)","Czech Republic",16,3.7485582010582
1811,"Temple University Health System (TUHS)","United States of America (USA)",39,3.7473392779011
1812,"Mohammed VI Polytechnic University",Morocco,77,3.7455316148174
1813,"Vietnam Academy of Science and Technology (VAST)",Vietnam,47,3.741495356456
1814,"Hackensack Meridian Health","United States of America (USA)",34,3.7414023279965
1815,"Gustave Eiffel University",France,57,3.7318422679257
1816,"Florida Agricultural and Mechanical University (FAMU)","United States of America (USA)",23,3.7300344549221
1817,"Shanghai Polytechnic University (SSPU)",China,24,3.7292119430277
1818,"Extreme Light Infrastructure ERIC (ELI ERIC)","Czech Republic",17,3.7251725030188
1819,"Hallym University","South Korea",33,3.7248984864588
1820,"Xijing University",China,15,3.714933166249
1821,"National Chung Cheng University (CCU)",Taiwan,12,3.7148457822371
1822,"University of Hradec Králové (UHK)","Czech Republic",10,3.7128968253968
1823,"Shaoyang University (SYU)",China,10,3.7057954964932
1824,Bundeswehr,Germany,29,3.7056027079244
1825,"Guilin Medical University",China,13,3.7001751751752
1826,"Amherst College","United States of America (USA)",17,3.6948601910771
1827,"Texas Tech University Health Sciences Center (TTUHSC)","United States of America (USA)",21,3.6939758095627
1828,"National Agriculture and Food Research Organization (NARO)",Japan,12,3.6892838155996
1829,"Shimane University",Japan,31,3.680755605296
1830,"Kunming University",China,9,3.6791486291486
1831,"Tottori University",Japan,18,3.677901361091
1832,"East Carolina University (ECU)","United States of America (USA)",26,3.6777397716208
1833,"Federal University of Uberlândia (UFU)",Brazil,12,3.6776826892548
1834,"Institute of Microbial Chemistry (IMC)",Japan,10,3.6767857142857
1835,"Hefei University (HFU)",China,13,3.6764880952381
1836,"Kyonggi University (KGU)","South Korea",8,3.653311965812
1837,"National Health Laboratory Service (NHLS)","South Africa",34,3.6508881392863
1838,"Tashkent Institute of Irrigation and Agricultural Mechanization Engineers (TIIAME)",Uzbekistan,20,3.6496367617057
1839,"University of Picardie Jules Verne (UPJV)",France,41,3.6485451049254
1840,"Guangdong Ocean University (GDOU)",China,18,3.6451298701299
1841,"National Dong Hwa University (NDHU)",Taiwan,12,3.6427740225986
1842,"COMSATS University Islamabad (CUI)",Pakistan,69,3.6400265718711
1843,"London Health Sciences Centre (LHSC)",Canada,55,3.6387186549273
1844,"Guangxi University of Science and Technology (GXUST)",China,20,3.6291966288429
1845,"University of Hull","United Kingdom (UK)",49,3.6245627023761
1846,"Northern Illinois University (NIU)","United States of America (USA)",71,3.6189845498003
1847,"Terasaki Institute for Biomedical Innovation (TIBI)","United States of America (USA)",12,3.6178733329469
1848,"St. Antonius Hospital",Netherlands,32,3.6168922804383
1849,"University of Science, Technique and Technologies of Bamako (USTTB)",Mali,14,3.6121004679705
1850,"University of Massachusetts Boston (UMass Boston)","United States of America (USA)",19,3.6119605330812
1851,"Denali Therapeutics","United States of America (USA)",7,3.6099476755206
1852,"Royal Netherlands Meteorological Institute (KNMI)",Netherlands,15,3.6050576841622
1853,"Yunnan Agricultural University (YAU)",China,24,3.6034643948159
1854,"Savitribai Phule Pune University (SPPU)",India,18,3.6026455133848
1855,"China University of Mining And Technology, Beijing (CUMTB)",China,9,3.6013559969442
1856,"Hospital de la Santa Creu i Sant Pau",Spain,68,3.598861632651
1857,"Huairon Laboratory",China,24,3.5933885286826
1858,"International Institute of Molecular and Cell Biology (IIMCB)",Poland,12,3.5931204906205
1859,"Idaho National Laboratory (INL)","United States of America (USA)",10,3.5926470588235
1860,"Kansai University",Japan,9,3.5867243867244
1861,"Campus for Research Excellence and Technological Enterprise (CREATE)",Singapore,46,3.5854669238611
1862,"Canadian Institute for Advanced Research (CIFAR)",Canada,77,3.5820011613562
1863,"Alps Grenoble University Hospital (CHU Grenoble Alpes)",France,65,3.5800358710944
1864,"Lobachevsky State University of Nizhni Novgorod (UNN)",Russia,11,3.5754046391331
1865,"University of Salento",Italy,82,3.5612323590064
1866,"Hamad Bin Khalifa University (HBKU)",Qatar,23,3.5589042919
1867,"Liaoning Petrochemical University (LNPU)",China,17,3.5432269119769
1868,"Merck Group",Germany,17,3.5420562381089
1869,"Sinochem Group",China,39,3.5407495282495
1870,"Korea Institute of Energy Technology (KENTECH)","South Korea",17,3.5406746031746
1871,"Tianmushan Laboratory",China,32,3.5356958465511
1872,"University of Southern Queensland (USQ)",Australia,30,3.524389228581
1873,"Xinjiang Medical University (XJMU)",China,27,3.5231171283738
1874,"Thomas Jefferson National Accelerator Facility (TJNAF)","United States of America (USA)",31,3.5204050005067
1875,"Huanghuai University",China,9,3.5138888888889
1876,"University of Indonesia (UI)",Indonesia,24,3.5041878399545
1877,"Guangdong Second Provincial General Hospital",China,28,3.5020624344286
1878,"Hubei University of Education (HUE)",China,7,3.5
1879,"National Solar Observatory (NSO)","United States of America (USA)",11,3.4947420634921
1880,"University of Bío-Bío (UBB)",Chile,7,3.4880952380952
1881,"National Atomic Energy Commission (CNEA)",Argentina,23,3.4808331331294
1882,"Earlham Institute (EI)","United Kingdom (UK)",22,3.4773635542018
1883,"Providence Health & Services","United States of America (USA)",40,3.4716164268876
1884,"National Graduate School of Engineering and Research Center (ENSICAEN)",France,53,3.4700878621104
1885,"National Research and Innovation Agency (BRIN)",Indonesia,47,3.4685403793811
1886,"Nordsjællands Hospital",Denmark,240,3.4673255769128
1887,"Nanjing Hydraulic Research Institute (NHRI)",China,27,3.4651334776335
1888,"University of Toulon (UTLN)",France,55,3.4639519297662
1889,Toshiba,Japan,5,3.452380952381
1890,"Guizhou Normal University (GZNU)",China,24,3.4474392566498
1891,"Universidad Católica de la Santísima Concepción (UCSC)",Chile,9,3.4449735449735
1892,"Clausthal University of Technology (TU Clausthal)",Germany,6,3.4428571428571
1893,"Istituto Nazionale di Ricerca Metrologica (INRIM)",Italy,14,3.4406149406149
1894,"University of Salzburg",Austria,36,3.4387864339446
1895,"Laboratory of Instrumentation and Experimental Particle Physics (LIP)",Portugal,126,3.4280312921816
1896,"Quzhou Institute for Innovation in Resource Chemical Engineering",China,23,3.4170750545751
1897,"Korea Electrotechnology Research Institute (KERI)","South Korea",13,3.4164335664336
1898,"India Ministry of Science and Technology",India,25,3.4136243444553
1899,TSMC,Taiwan,17,3.4099459485489
1900,"National Institute of Technology Karnataka (NITK)",India,6,3.4075757575758
1901,"Geological Survey of Israel",Israel,14,3.4069984974878
1902,"Tianjin Chengjian University (TCU)",China,13,3.406746031746
1903,"National Park Service (NPS)","United States of America (USA)",19,3.403178791033
1904,"Central Institute of Mental Health (CIMH)",Germany,41,3.3986594439905
1905,"Lappeenranta University of Technology (LUT)",Finland,107,3.385478974121
1906,"Southern Cross University (SCU)",Australia,20,3.3821420414544
1907,"Shanxi Agricultural University (SXAU)",China,20,3.3814901999109
1908,"British Geological Survey (BGS)","United Kingdom (UK)",23,3.3718217820192
1909,"Institute of Chemical Technology (ICT) Mumbai",India,10,3.3705808080808
1910,"WEL Research Institute",Belgium,50,3.3702657900216
1911,"Nanjing Xiao Zhuang University (NJXZC)",China,21,3.3661694514636
1912,"University Hospitals Bristol and Weston NHS Foundation Trust (UHBW NHS)","United Kingdom (UK)",46,3.3521087926956
1913,"Alzheimer's Research UK","United Kingdom (UK)",134,3.348095664999
1914,"University of Ghana",Ghana,24,3.3423720795483
1915,Immunocore,"United Kingdom (UK)",4,3.3333333333333
1916,"St. John's University","United States of America (USA)",7,3.3327235772358
1917,"Huanggang Normal University (HGNU)",China,13,3.3249589490969
1918,"Le Mans University",France,32,3.3189026251526
1919,"University of Malta",Malta,25,3.3180806318848
1920,"National Institute of Technology Kurukshetra (NIT Kurukshetra)",India,9,3.3095238095238
1921,"Jingdezhen Ceramic Institute",China,12,3.3094017094017
1922,"Insilico Medicine","United States of America (USA)",6,3.306921085219
1923,"Karlstad University (KAU)",Sweden,15,3.3039682539683
1924,"University of Talca (UTALCA)",Chile,14,3.29988630784
1925,"Miami University","United States of America (USA)",12,3.2969696969697
1926,"Cochin University of Science and Technology (CUSAT)",India,8,3.2956774226127
1927,"Saudi Arabia Ministry of National Guard Health Affairs (MNG-HA)","Saudi Arabia",24,3.2921494699415
1928,"Ramakrishna Mission Vivekananda Educational and Research Institute",India,8,3.2879818594104
1929,"North China University of Water Resources and Electric Power (NCWU)",China,19,3.2862766318649
1930,"Comisión Sectorial de Investigación Científica (CSIC)",Uruguay,34,3.2860104929184
1931,"Sino-Platinum Metals",China,21,3.2825215906098
1932,"National Cerebral and Cardiovascular Center (NCVC)",Japan,18,3.2808002039336
1933,"University of Huelva (UHU)",Spain,16,3.2804854216187
1934,"Shirley Ryan AbilityLab","United States of America (USA)",20,3.2773709456253
1935,"Barcelona Supercomputing Center (BSC)",Spain,24,3.2764816184063
1936,"Henan University of Chinese Medicine (HACTCM)",China,14,3.2585448221631
1937,"Fujita Health University",Japan,27,3.2579539624142
1938,"Dublin City University (DCU)",Ireland,26,3.25790724458
1939,"Wuhan Polytechnic University (WHPU)",China,16,3.2515720937283
1940,"Academy of Sciences of the Republic of Uzbekistan (UzAS)",Uzbekistan,86,3.2508946811249
1941,"Azarbaijan Shahid Madani University",Iran,4,3.25
1942,Agroscope,Switzerland,12,3.2490034610335
1943,"Tomsk Polytechnic University (TPU)",Russia,16,3.2480102573986
1944,"Alzheimer's Society","United Kingdom (UK)",133,3.2369845538879
1945,"National Institute of Public Health of Mexico (INSP)",Mexico,21,3.2366848999801
1946,"Federal University of Paraná (UFPR)",Brazil,22,3.2315338680581
1947,"University of the Punjab",Pakistan,67,3.228732536051
1948,"Istanbul Aydin University (IAU)",Turkey,5,3.225
1949,"Chung Shan Medical University (CSMU)",Taiwan,16,3.2202967164257
1950,"University of Poitiers",France,26,3.2185077334742
1951,"University of Richmond","United States of America (USA)",21,3.2171626956808
1952,"Humanitas University",Italy,65,3.2151987124961
1953,"German Centre for Cardiovascular Research (DZHK)",Germany,158,3.2136294142505
1954,"Kantonsspital St. Gallen",Switzerland,31,3.2111365946419
1955,"Education University of Hong Kong (EdUHK)",China,70,3.20849491865
1956,"Centrale Méditerranée",France,49,3.2047346676456
1957,"Chengdu Medical College (CMC)",China,17,3.202808996559
1958,"Public University of Navarre (UPNA)",Spain,35,3.2013689448736
1959,"Parahyangan Catholic University (UNPAR)",Indonesia,4,3.2
1960,"Royal Belgian Institute for Space Aeronomy (BIRA-IASB)",Belgium,17,3.1914440951206
1961,"Qinghai University",China,23,3.1890617494422
1962,"Regional Government of Andalusia",Spain,48,3.188580537386
1963,"Hebei University of Engineering (HBUE)",China,16,3.1878898878899
1964,"Qatar University",Qatar,29,3.1853862500923
1965,"San Francisco State University (SF State)","United States of America (USA)",38,3.1834399232034
1966,"King Faisal Specialist Hospital and Research Centre (KFSH&RC)","Saudi Arabia",31,3.1810663668935
1967,"Kansai Medical University (KMU)",Japan,21,3.1793509806698
1968,"Gifu Pharmaceutical University (GPU)",Japan,7,3.1775694893342
1969,"University of North Carolina at Wilmington (UNCW)","United States of America (USA)",14,3.1733901390534
1970,"Chosun University","South Korea",11,3.1726704185324
1971,"University of Udine (UNIUD)",Italy,90,3.171775332728
1972,"Region Hovedstadens Psykiatriske Hospital",Denmark,244,3.1677982380464
1973,"Bigelow Laboratory for Ocean Sciences","United States of America (USA)",17,3.1541872016872
1974,"Durban University of Technology (DUT)","South Africa",9,3.1532540861489
1975,"Kagoshima University",Japan,34,3.1525031265115
1976,"École Supérieure de Chimie Physique Électronique de Lyon or (CPE Lyon)",France,36,3.1513606763607
1977,"Kamuzu University of Health Sciences (KUHeS)",Malawi,28,3.1486694689542
1978,"École des Ponts ParisTech (ENPC)",France,60,3.1469403269812
1979,"University of Szczecin (USZ)",Poland,7,3.1444444444444
1980,"Linnaeus University (LNU)",Sweden,16,3.134552154195
1981,"Sophia University",Japan,12,3.1290984716218
1982,"Hubei University of Science and Technology (HBUST)",China,17,3.1262630887631
1983,"Boys Town National Research Hospital","United States of America (USA)",5,3.1205662393162
1984,"Amrita Vishwa Vidyapeetham (Amrita University)",India,9,3.1187277480867
1985,"Polytechnic University of Bari",Italy,93,3.1153809874357
1986,"National Yunlin University of Science and Technology (YunTech)",Taiwan,7,3.1131162565613
